CNES;Estabelecimento de Saúde;1ª Dose
2065339; CENTRO DE SAUDE PE CESAR CORNEO;6365
2751631; UBSF JOSE ERNESTO OLIVEIRA;6365
2063999; UNIDADE DE SAUDE DA FAMILIA JOAO RODRIGUES DE PROENCA;6347
2079798; HOSPITAL DAS CLINICAS DA UNICAMP DE CAMPINAS;6344
5482879; UNIDADE BASICA DE SAUDE DRA SILVANA MARIA LABRONICI;6331
7453140; UBSF MARIA ANGELA PARO DE TOLEDO BARROS;6305
2043971; USF VALONGO;6301
2071061; ESF JARDIM CANUTO;6269
2039796; UBS DR EDGAR SILVEIRA PAGNANO SERTAOZINHO;6249
7284195; PSF 19 IPE JOSE MATTIUZZO;6248
6306950; UBS RUTH MARIA;6245
5731968; UNIDADE DE SAUDE DA FAMILIA JOAO BOSCO LELLIS;6229
9010300; UNIDADE BASICA DE SAUDE DR JORGE HIRODI ORITA;6225
9067; UBS BUQUIRINHA;6198
2087162; USF IPE PINHEIRO;6191
2092719; CS DR MOACYR C J DE GUARANTA;6188
7123388; USF NOVA BAURU;6182
2043610; CS DE TRES FRONTEIRAS;6181
2040832; UBS PORTO NOVO CARAGUATATUBA;6179
5479517; UBS JOAQUIM ROSSINI VILA CARIOCA DR MOACIR PARRA;6177
6018912; UBS JARDIM EMBURA;6175
2040492; UNIDADE BASICA DE SAUDE CATIAPOA SAO VICENTE;6174
2074699; UBS ELZIR MARIA DE JESUS MENCK;6171
2765772; USF CAMBURI I;6171
3004759; PSF I DE IBIRAREMA VERA LUCIA FERNANDES DE OLIVEIRA;6170
2024039; UBS PASTOR JOSE ROBERTO ROSSI;6164
7710747; UNIDADE ESTRATEGIA DE SAUDE DA FAMILIA JARDIM CRISTAL;6164
3007642; USF ANA PAULA FERRARI PIRASSUNUNGA;6164
2747138; PSF DR LUIZ CARLOS MONTEIRO NOVO RIBEIRAO BONITO;6154
2040379; CENTRO DE SAUDE DE BARBOSA;6135
7297688; USF TANGARA PASTOR AGENOR MIRANDA DE CAMPOS;6135
3028623; UBS JARDIM SAO JOSE II;6135
2701405; UNIDADE BASICA DE SAUDE GUANABARA;6129
2706075; UBS ANTONIA ELIAS DE ARAUJO CAVALCANTI;6124
2773244; UBS PREFEITO ALBERTO NUNES MARTINS;6107
6725090; UBS JARDIM IVETE;6106
2030829; UBS FIGUEIRAS SAO SEBASTIAO ROSANGELA AP NEGRAO SALGADO;6092
9070869; ESF JARDIM MARACANA DRA CIBELE FLORES DE LIMA PENA;6054
2023938; UBS VINCE NEMETH;6052
2754878; AMBULATORIO DE ESPECIALIDADES DR ANTONIO TEDESCO;6046
2752522; POSTO DE SAUDE DE MAILASQUI SAO ROQUE;6028
2790327; CENTRO DE SAUDE III REGINOPOLIS;6024
2053772; UBS SANTA ANTONIETA;6021
2063018; CS DE ORINDIUVA;6018
2091542; AME AMBULATORIO MEDICO DE ESPECIALIDADES MARIA ZELIA;6012
2055139; UNIDADE DE SAUDE DA FAMILIA CERRADO SOROCABA;6011
9885528; UBS BENEDICTA DO CARMO OLIVEIRA DONA DITA;5989
2034247; CS DE NOVA ALIANCA;5989
2031922; UBS ORESTES ARMANDO GIOVANNI;5987
2745747; CS III;5980
3498573; USF SANTA CECILIA;5980
6332501; UBS VILA MARCELO;5958
2034522; CS DE SALES;5955
2785331; CENTRO DE SAUDE III DE IPEUNA;5942
2045303; UBS SILVINA;5940
2038234; CENTRO DE SAUDE II DE POTIRENDABA CESARINO BENFATTI;5937
7102763; USF RESIDENCIAL CADIOLI MATAO;5937
2048493; UNIDADE PSF VILA SAO CAMILO ITAPEVA;5930
2057905; USF JARDIM CRUZ ALTA;5927
2070324; UNIDADE DE SAUDE DA FAMILIA DR JOSE VILELA JUNQUEIRA;5924
359793; PSF MADALENA;5924
2747421; USF VALDIR ALVARES MENENDES;5922
2050153; UNIDADE BASICA DE SAUDE AGUAS STA BARBARA;5920
2716232; CS DE SANTA ALBERTINA;5919
2059525; PSF PAULISTANO;5906
3392643; ESF EAP WALDO DSTEFANO JD PRIMAVERA JOSE BONIFACIO;5903
2070944; UNIDADE PSF VILA SANTA TEREZINHA ITARARE SP;5894
5544556; UBS LUIS FACHIN IPIGUA;5890
2041847; UNIDADE DE ESF VILA SANCHES JUQUIA;5885
2039826; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA MARLENE MIRANDA;5881
3983617; USF SANTA ANGELINA;5877
2750902; ESF PARQUE DOS PINHEIROS;5873
2065061; UBS II DE NARANDIBA COM SERVICO DE ESF;5870
9199; UBS JARDIM NOVA DETROIT;5869
2090988; UBS IV CENTENARIO MATAO;5868
3531023; UBS AGUA BRANCA;5867
7352522; UBS ANA CECILIA BATISTA DE SA ATIBAIA;5860
3956156; USF JARDIM PEABIRU BOTUCATU;5859
3823687; UNIDADE BASICA DE SAUDE SUD MENNUCCI ALEXANDRE SOLFA;5830
2033836; UNIDADE BASICA DE SAUDE FARMACEUTICO RAUL COSTA CAMARA;5829
2057840; ESF II NILSON DE PAULA CARVALHO EQUIP SAUDE BUCAL ESB;5823
2067617; USF IVANILDES DA SILVA SANTOS COHAB V;5819
2034905; PSF DR RAUL DE OLIVEIRA ANDRADE SAO JOAO DA BOA VISTA;5796
2060078; UNIDADE BASICA DE SAUDE DE POLONI;5791
2056801; UBS II DE TACIBA;5786
2746913; VIGILANCIA EPIDEMIOLOGICA DE COTIA;5770
2082985; HOSPITAL MUNICIPAL SANTO ANTONIO;5764
2053411; UNIDADE PSF VILA TONICO ADOLFO ITARARE SP;5760
7122217; UNIDADE ESF DR LUIZ SPINA;5749
2039109; CS II DE SANTA BRANCA BENEDITO MARCONDES;5744
2028840; INSTITUTO DE INFECTOLOGIA EMILIO RIBAS SAO PAULO;5740
2030144; CS DE APARECIDA DOESTE;5732
7304250; ESF SEBASTIAO DE MACEDO;5711
2088150; UBS DR VANDERLEI SILVA BUENO MOGI MIRIM;5710
2048809; USF PADILHAS RIVERSUL;5705
103462; HOSPITAL DE CAMPANHA COVID 19;5690
6018939; UBS COLONIA;5678
2069784; UNIDADE BASICA DE SAUDE ALVORADA PIRACICABA;5674
869880; CENTRAL DE VACINACAO DE REGISTRO;5671
2765977; UNIDADE MISTA DE TAIACU;5660
2097001; UBS VILA ELVIRA;5658
2083744; USF DO JARDIM ROSAS;5655
6332528; UBS VILA ROSCHEL;5646
3125882; UBS ENF ROSA GENOVEVA DOS REIS;5643
2088444; CENTRO DE SAUDE III SANTA ERNESTINA;5632
2746476; UBS ARCO IRIS;5630
2706083; UNIDADE BASICA DE SAUDE VER RODRIGO DA CRUZ FRANCA;5628
2028867; UBS MARIO AZANHA SAO LUCIO DE BOTUCATU;5626
2059207; UBS PLANALTO;5624
2824833; E S F DR FRANCISCO FELIX DE MENDONCA SAUDADE J B;5621
2033151; UNIDADE BASICA DE SAUDE SANTA TEREZINHA PIRACICABA;5616
6449786; E S F 24 MARIO COVAS;5614
2039508; UBS 05 LUIZ SALMERON LOPES SANTO ANTONIO BIRIGUI;5608
2041944; UNIDADE BASICA DE SAUDE MOTORISTA GERALDO ANTONIO ALVARENGA;5605
2090597; ESF URBANO IARAS;5602
2026155; UMSF BANDEIRA BRANCA;5594
6869637; ESTRATEGIA DE SAUDE DA FAMILIA I DE TARABAI ESF I;5588
6946240; ESF ANA MARIA NARDIM PEREIRA;5586
2748649; USF JOSE MARAFAO PIRASSUNUNGA;5581
2790246; USF CENTRAL;5580
2090864; UBS DE JAMBEIRO JOCELINA MEIRELES;5578
2704862; UNIDADE BASICA DE SAUDE TARUMA;5565
2790300; CENTRO DE SAUDE III E ESF LUIZ MERCADANTE;5564
9842829; ESF ESPLANADA DOS BARREIROS SAO VICENTE;5564
2091208; CENTRO DE SAUDE BENEDITO DE SOUZA PRATANIA;5560
2748223; HOSPITAL DAS CLINICAS DE BOTUCATU;5560
2096862; UBS TALHADO;5551
6332420; UBS BARRAGEM;5540
2074958; UBS DR FRANCISCO TEOTHONIO PARDO MIRANDOPOLIS;5529
3226921; UBS JARDIM ALAMO;5528
2033291; UNIDADE BASICA DE SAUDE POMPEBA SAO VICENTE;5499
2032201; PSF DR GERALDO PRADELA SAO JOAO DA BOA VISTA;5497
102741; HOSPITAL DE CAMPANHA COVID 19 ARARAQUARA;5496
2746565; USF BENEDITO PEREIRA DA SILVA BIL;5491
6493610; USF MARIA ISABEL DA SILVA MELCHER;5491
2773570; UBS SANTA TEREZA;5489
4047311; UBS MARY DOTA;5487
2060531; UBS ALAMBARI;5477
2688689; SANTA CASA DE SAO PAULO HOSPITAL CENTRAL SAO PAULO;5475
2090996; UBS BAIRRO ALTO MATAO;5474
2688247; PM 21 PARQUE DAS NACOES;5462
9437800; EQUIPE 42 USF ARNON DE MELLO;5462
2748401; CSIII AMALIA GOTHARDO MANESCO SANTA MARIA DA SERRA;5447
2058383; UBS I EMILIO BARATTO;5435
2042118; ESF VILA ELIAS JACUPIRANGA;5429
2051958; UBS DE UBARANA;5426
4049896; UBS ALCINA PIMENTEL PIZA;5426
2053357; ESTRATEGIA SAUDE DA FAMILIA PEDRO ALVES DE LIMA;5418
7840675; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA ESTORIL;5412
9568050; UBS EDINI CAVALCANTE CONSOLI;5408
2750465; CS DE ROSANA;5402
7273738; UBS PREFEITO JOAO ROCHA;5387
7107390; PSF PINUS IRIGUASSU;5382
3572560; USF ANALANDIA;5374
2040034; CLINICA SALTO SAUDE SALTENSE;5374
7481799; USF ALTO DOS IPES;5364
2075814; ESF DE BARRA DO CHAPEU;5362
2750023; UNIDADE DE SAUDE DA FAMILIA DO CENTRO;5358
3381439; UBS 31 DE MARCO ADRIANO DA SILVA GOULART;5336
2773554; UBS JARDIM MARICA;5335
2076950; HOSPITAL OSWALDO CRUZ;5327
7256353; UNIDADE BASICA DE SAUDE ADILSON GOMES DE SA;5323
2034484; ESF CENTRAL DR MIGUEL JOSE CHADDAD;5311
2773406; UBS VEREADOR WELLINGTON LOPES JARDIM AMERICA;5308
2045427; UBS FARINA;5301
2029278; UBS VILA DOS PESCADORES DOUTOR LAMUEL CAMARGO MARTINS;5293
2059037; USF SAO PEDRO;5290
2746468; UBS AGUA ESPRAIADA;5260
2070197; UBSF COROADOS;5249
2064103; UBS DR ALLY ALAHMAR DE BARRETOS;5242
2061872; I POSTO MUNICIPAL DE SAUDE TRES LAGOINHAS MAIRINQUE;5241
2773686; UBS SANTO ANGELO;5238
2773732; UBS VILA JUNDIAI;5235
2060795; UNIDADE BASICA DE SAUDE CAXAMBU PIRACICABA;5233
2092727; USF I DE GUAIMBE;5210
2091070; CAIC MATAO;5197
2790106; CENTRO DE SAUDE DE AVAI;5194
3003973; USF JARDIM PLANALTO;5194
2049252; UBS 05 VILA VICENTINA ITU;5192
2039621; UBS JOSE MAURICIO BORGES CARAGUATATUBA;5189
2085631; UBS JD SAO JORGE;5188
2754991; UBS DR ANTONIO LEAO TOCCI;5184
2048744; UNIDADE BASICA DR JOSE PARASSU CARVALHO;5182
2071975; UNIDADE BASICA DE SAUDE DR SIMAO GANDELMAN;5178
2070251; UBS III DE PIACATU ANTONIO CIRO DEPS;5172
7190891; UBS PREFEITO DR ALOYSIO ARNALDO SALOTTI ESF CAPOAVINHA;5163
2050773; UBS DO BAIRRO QUILOMBO;5156
2049473; CLINICA SALTO SAUDE SANTA CRUZ;5153
2773368; USF BIRITIBA USSU;5145
2773805; UBS DR CYPRIANO OSWALDO MONACO JARDIM NOVA POA;5129
9822771; CS III DE SABINO;5113
2752026; SAE IST AIDS NOSSA SENHORA DO O;5112
7047088; USF JARDIM REAL;5106
2060892; UBS ROBERTO NARDI COHAB II;5098
2077159; UNIDADE BASICA SAUDE NATAL ABADIO LACERDA;5091
2031361; UBS III VICTOR ZIVIERI;5088
3383792; UBS DR ADAUTO RIBEIRO;5070
3452662; UBS AGUA AZUL;5061
2038250; CENTRO DE SAUDE DE CANITAR;5057
2056356; UNIDADE PROGRAMA SAUDE DA FAMILIA CENTRAL;5051
2092964; UNIDADE DE SAUDE DA FAMILIA DE UBIRAJARA;5050
3681254; UNIDADE DE SAUDE DA FAMILIA JARDIM ASTURIAS PIRACICABA;5041
2088274; UNIDADE DE SAUDE DA FAMILIA JARDIM PRIMAVERA MONGAGUA;5040
2751720; UBS MORUMBI DR PASCOAL ANGOTI;5031
2047020; PM 01 VILA MATHIENSEN;5030
6873170; PSF 10 16 SAN FRANCISCO II JOSE CORREIA BELO;5025
8010838; ESF JARDIM HUMBERTO SALVADOR ENG JOLIO MARTIN;5024
2766205; PSF DR ERMELINDO ADOLPHO ARRIGUCI SAO JOAO DA BOA VISTA;5020
2084643; ESF BONFIM;5017
3354768; UNIDADE BASICA DE SAUDE BARRA FUNDA;5011
2752514; POSTO DE SAUDE DE SAO JOAO NOVO;5006
2791471; UNIDADE BASICA DE SAUDE JULIO BERTOLINI;4988
2076918; CENTRO DE SAUDE III DR FRANCISCO ANTONIO MARTINS;4984
9059997; UBS AKIRA MOTOMATSU;4981
2716186; CSIII DE MIRASSOLANDIA;4977
2701332; UNIDADE BASICA DE SAUDE CAXAMBU;4976
7200277; CSF GRAMINHA LIMEIRA;4972
2746557; UBS LIMERIO CARDOSO BORCHAT;4969
109746; HOSPITAL DE CAMPANHA COVID 19 PEDRO DELL ANTONIA;4969
2070855; UBS III DE BRAUNA;4963
2067323; USF MARTINHO PRADO;4961
2088061; UNIDADE DE SAUDE DA FAMILIA SAULO;4959
7038364; USF NOVA CIDADE MATAO;4915
3500551; ESF JARDIM CAJU;4907
7095759; UNIDADE BASICA DE SAUDE CECAP PIRACICABA;4907
6539882; USF ANA MARIA SALLES MOURA FALQUEIRO PIRATININGA;4900
5134714; USF OSWALDO NACHBAR;4899
6966594; HOSPITAL E MATERNIDADE MUNICIPAL DE SAO VICENTE;4894
5626552; UBS OSWALDO CRUZ;4890
2718871; UBS LUCAS SIMPLICIO DELIESPOSTI;4884
2046547; UBS VILA JARDIM BOTUCATU;4881
5289181; PSF JARDIM RAFAEL;4875
2690748; UBS DA FAMILIA CENTRO CERQUILHO;4861
6983871; UNIDADE DE SAUDE DA FAMILIA ITAPETINGA ATIBAIA;4859
2786702; SAE DSTAIDS CAMPOS ELISEOS;4852
2096129; UBS AMARO JOSE DE SOUZA;4843
2045435; UBS PAULICEIA;4840
2704838; UNIDADE BASICA DE SAUDE SANTA GERTRUDES;4839
2053780; UBS SAO JUDAS;4838
9164; UPA SAO FRANCISCO XAVIER;4835
2045362; UBS JORDANOPOLIS;4823
2701383; UNIDADE BASICA DE SAUDE ELOY CHAVES PACS;4821
2062690; USF GASPAR JOAO FERRAZ MORRO DO ALTO;4811
7136889; UBS BENEDICTA CARLOTA;4811
2083698; USF TEREZINHA MARQUES DA SILVA;4804
2037394; UBS FERRAZOPOLIS;4802
2066289; PM 12 SAO LUIZ;4801
2091003; UBS VILA PEREIRA MATAO;4796
2773058; UBS DA FAMILIA VILA PEDROSO CERQUILHO;4791
2092794; CS DE CAMPOS NOVOS PTA;4786
2056062; UNIDADE BASICA ARCHIMEDES MACHADO DE BARRETOS;4784
6280188; UBS CHACARA DO SOL;4783
6304982; UNIDADE BASICA DE SAUDE MARIO MODOLO;4773
2051672; USF COSTA E SILVA;4765
2084724; UBS FALCAO;4764
3806340; PSF 08 12 PORTO SEGURO DR JOSE CHAVES;4759
2773716; USF TAIACUPEBA;4755
2092786; CS DE ALVARO CARVALHO;4753
2024012; UBS DRA KATIA KOHLER;4747
2747057; CENTRO MUNICIPAL DE SAUDE RUI DE CAMARGO;4743
2061015; III UNIDADE DE SAUDE DA FAMILIA DONA CATARINA MAIRINQUE;4733
5730392; UNIDADE DE SAUDE DA FAMILIA JARAGUA II PIRACICABA;4732
6990126; USF JARDIM PEDRO JULIAN;4730
2055597; CS DE NIPOA;4706
9603603; USF MARGARIDA JANETE FERRARI GANZAROLI;4706
7958730; UNIDADE BASICA DE SAUDE DA FAMILIA JOAO APARECIDO SIQUEIRA;4696
2024772; SANTA CASA DE MISERICORDIA SAO JOSE;4694
2063077; ESF JAPUI SAO VICENTE;4694
2773821; UBS TITO FUGA CALMON VIANA;4692
2791293; UBS ESF NOVA PROMISSAO;4687
8002959; UNIDADE BASICA DE SAUDE III DE LUIZIANIA;4680
6090591; UBS CHACARA SANTO AMARO;4673
411191; CENTRO DE SAUDE JARDIM BASSOLI;4664
3211789; USF ARLINDA MARIA DE JESUS;4645
2037025; ESTRATEGIA SAUDE DA FAMILIA ONDA VERDE;4633
2064162; UNIDADE BASICA DE SAUDE CENTRAL DE PIRACICABA;4631
8010803; ESF JARDIM SAO PEDRO MARIANA DA SILVA;4622
3444538; CENTRO DE REFERENCIA DO IDOSO DA ZONA NORTE SAO PAULO;4621
7275021; UBS ALTO DA BARRA VELHA ILHABELA;4618
7942079; UBS JARDIM CLEMENTINO;4612
2025531; UBS SANTA TEREZINHA;4607
2792591; CENTRO DE SAUDE III DE LAGOINHA;4593
2704811; UNIDADE BASICA DE SAUDE RUI BARBOSA;4588
2779803; UBS RIBEIRAO CORRENTE;4587
2773163; UBS DR MURILO MENDES SOARES;4584
2032074; CENTRO DE SAUDE DE SALMOURAO;4574
7202954; ESF MORADA DO SOL;4573
2073528; EQUIPE ESTRATEGICA DE SAUDE;4569
2748096; USF RAIMUNDO DA MATTA;4566
2791463; USF OSVALDO BUENO DE CAMARGO;4566
2038471; UNIDADE BASICA DE SAUDE SAMARITA SAO VICENTE;4566
6165680; PSF VILA SANTOS;4557
2076772; USF MOMBACA;4553
9650822; UNIDADE BASICA DE SAUDE ELIAS DAVID FERNANDES;4544
422746; ESF SA CATARINA SAO VICENTE;4537
2688220; UBS DA FAMILIA PARQUE ALVORADA CERQUILHO;4535
6903401; PSF DR SEBASTIAO JOSE RODRIGUES SAO JOAO DA BOA VISTA;4534
7767668; UBS JARDIM PARAISO;4533
2076365; USF VECCON;4532
2791374; UBS SAO BENEDITO;4527
2701391; UNIDADE BASICA DE SAUDE ESPLANADA;4527
2091011; UBS JD PARAISO MATAO;4523
2039613; UBS DO CAIC;4521
2049317; UBS 12 DR EMILIO CHIERIGHINI;4501
9969721; UBS 11 DR SERGIO AUGUSTO CLARK XAVIER SOARES PORTAL II;4497
2091526; UBS SANTA CRUZ;4496
2044021; CS DE ADOLFO;4492
2045370; UBS NAZARETH;4491
2077477; HOSPITAL SANTA MARCELINA SAO PAULO;4488
2064235; UBS ELOIS ALVES CORREA;4488
3211665; USF DRA CELIA MARIA BRITO SALGADO;4485
3003299; USF JARDIM IOLANDA BOTUCATU;4483
2046733; ESF BELA VISTA;4483
6672612; UBS 09 ALVARO PEGORARO SANTANA BIRIGUI;4477
2076977; UBS COSTA SUL I ILHABELA;4475
2096978; UBS SAO FRANCISCO;4466
2751240; UNIDADE BASICA DE SAUDE II DE INDIANA;4465
2083825; USF DO ARPOADOR;4457
2034603; U B S DR JOAO LANIA CENTRO JOSE BONIFACIO;4455
6901921; UBS PREF DR GERALDO SILVEIRA;4451
9646949; UBS DR JURACY AZEVEDO CARVALHO;4449
2046628; UBS JUDITH ANDRADE DOS SANTOS COHAB II;4433
2037343; UBS VILA ROSA;4432
2077280; CENTRO DE SAUDE DE RIBEIRAO DO SUL REMEDIOS BERTOLLI;4431
2791455; USF PEDRO OMETTO;4429
2044668; CENTRO DE SAUDE III DE CAIUA;4426
2023288; PSF 06 07 SAN FRANCISCO CLELIO ANTONIO RELA;4420
2034743; ESF EDUARDO MARTINS COELHO;4405
2045168; UBS TABOAO;4394
2773724; UBS VILA DA PRATA;4390
2749610; CENTRO DE SAUDE III MONTE ALEGRE DO SUL;4389
2077531; A C CAMARGO CANCER CENTER;4380
9390049; ESF JARDIM SANTA CLARA;4373
9098135; UBS PEREQUE ILHABELA;4370
6360599; UNIDADE DE SAUDE DA FAMILIA 03 PORANGABA;4364
2027216; RESIDENCIAL MORADA DO BOSQUE BAIRRO DE CIMA;4362
2077132; UBS DOM ERCILIO TURCO PARQUE FLORIDA;4361
2083809; USF CASA GRANDE;4361
2034719; CS DE PLANALTO;4360
6825532; UBS ESTUFA II UBATUBA;4358
2038110; CS III DE MONTEIRO LOBATO DR JOAO AURICCHIO;4357
3198294; CENTRO DE SAUDE II DE SANTO ANTONIO DO ARACANGUA;4346
2746859; UBS DR JOSEPH ALAIN GRIMBERG VILA CRETTI;4330
2025256; UBS CENTRO SUMARE NADIR CORDEIRO ROSSI CARAGUATATUBA;4328
2089785; HOSPITAL DO RIM E HIPERTENSAO;4328
2746549; UBS DR EURICO SOUTO CABRAL CENTRAL;4326
163465; UBS NEUSA RAMOS ROSSI;4325
2093626; UNIDADE DE SAUDE DA FAMILIA 02 PORANGABA;4321
2085968; UBS VILA ROSINA NAIR MENEGHATTI ARRUDA;4319
3000699; UNIDADE BASICA DE SAUDE DR CELIO FARIA;4316
2786648; SAE IST AIDS LAPA PAULO CESAR BONFIM;4315
2705885; CENTRO DE SAUDE I FRANCA;4314
6190332; UBS CIRCA FERREIRA SOARES MATTOS;4309
276944; AMBULATORIO MEDICO DO INSTITUTO BUTANTAN;4305
2056011; CSF NOVA SUICA LIMEIRA;4302
2044226; CENTRO DE SAUDE II UBS MARIO M SILVA F VASCONCELOS;4300
2025345; VIGILANCIA EPIDEMIOLOGICA;4299
2054906; PROGRAMA MUNICIPAL DE SAUDE PPA MOCOCA;4299
5890128; USF PARQUE FLORELY;4297
2036029; USF LETICIA RAVAZZI AMADO;4294
7077572; PSF 18 GALETTO DR GLAUCO MURULO MATIUZZO;4285
2091976; ESF NOVO CENTRO TAQUARITUBA;4284
9261; UBS JARDIM AMERICANO;4282
5453704; UBS JULIO FUJIKAWA ESF CANTAREIRA;4281
3806367; PSF 09 13 CENTENARIO EUCLIDES DEANTONI;4278
2785439; ESF JARDIM PRIMAVERA;4277
2091151; ESTRATEGIA SAUDE DA FAMILIA SANTA VITORIA PITANGUEIRAS;4277
5680484; UBS BENEDITA MARIA DE CAMARGO;4275
2749459; USF VER JOSE MIGUEL PATEKOSKI JUCA VILA ANTUNES;4273
2060183; USAFA VILA EDNA MARCO ANTONIO GONZALEZ GUARUJA;4272
2039478; UBS II ANATALICIO DE OLIVEIRA DE MURUTINGA DO SUL;4271
2036568; PAMO BARONESA;4270
6795293; UBS DR GERALDO JOSE RODRIGUES ALCKMIN JARDIM YONE;4269
9111808; ESF JOAO DOMINGOS NETTO MANOEL MARQUES DE MENDONCA;4268
2024861; UNIDADE BASICA DE SAUDE AMADEU LESSI;4267
2092778; CENTRO DE SAUDE DE OCAUCU;4263
2079089; HOSP 9 DE JULHO;4260
2039095; CENTRO DE SAUDE DE ANALANDIA;4252
2038854; CENTRO DE SAUDE DE FLORIDA PAULISTA;4248
2748355; UBS DR JOSE TADEU MOURAO;4248
2084694; USF TIBIRICA;4247
2093642; UNIDADE BASICA DE SAUDE DR WILSON HAYEK SAIHG;4242
2806096; UBS MAURILIO FIRMINO;4230
2077833; USF III ECHAPORA;4227
2039125; CENTRO DE SAUDE II DE NHANDEARA;4220
4048946; CENTRO DE SAUDE DE NATIVIDADE DA SERRA;4219
6799663; UNIDADE BASICA DE SAUDE SANTO ANTONIO DE PADUA;4218
2072742; UBS CRUZEIRO ELCIO MONTE;4215
2747626; PSF JARDIM NOSSO TETO IBATE;4210
2031493; USF ANTONIO SOARES;4206
9190627; UNIDADE DE SAUDE DA FAMILIA AGENOR DE CAMPOS;4206
2088665; ESF CANAS;4203
2794012; PSF 04 11 NACOES JULIO ROMANIN;4199
413933; USAFA CENTRO;4198
2791153; UBS DISTRITO DE POTUNDUVA;4194
5166594; ESF VILA EMA E ESF VILA NOVA SAO VICENTE S VICENTE;4191
2054000; ESF JOSE CARLOS BUENO DE CAMARGO ANGATUBA;4189
2067390; PSF 14 SANTA CRUZ URBANO BEZANA;4182
2791773; CENTRO DE REFERENCIA EM MOLESTIAS INFECCIOSAS CRMI BAURU;4179
2033046; UBS NELSON RODRIGUES;4175
7585020; USF DO BAIRRO NOVA BARRETOS;4173
2751135; UBS II JULIANA RODRIGUES SIMOES LIMA;4169
7936893; USF ANTONIO SIMOES PIMENTEL JANDAIA;4161
2052792; CS DE POPULINA;4155
2746484; UBS ASSA;4153
2071819; UBS II LENIR SPAZZAPAN DE ALENCAR NOVA INDEPENDENCIA;4153
2040859; UBS IV COLINAS DA ANHANGUERA;4147
2091461; AME IDOSO SUDESTE;4146
2053632; UBS CARLINA;4145
3738019; USF ZAVAGLIA;4139
2031655; UBS ITAQUANDUBA ILHABELA;4138
2091992; UBS AGUAS VIRTUOSAS TEJUPA;4135
6873367; UBS DR MARCO AURELIO PEREIRA CENTRO;4127
2716194; CS DE NOVAIS;4123
6682545; USF PARAFUSO;4121
2087685; NUCLEO SAUDE FAMILIA ESMERALDA;4117
2053993; I UNIDADE DE SAUDE DA FAMILIA JARDIM VITORIA BAIXO MAIRINQ;4116
2746700; UBS JARDIM JAPAO ALVARO PEDROSO;4114
6332463; UBS JARDIM SILVEIRA;4114
2028468; USF 1 DR ORLANDO SABAGE;4109
2749467; UNIDADE DE PSF III CENTRO DR EDINEI RODRIGUES ILHA COMPRIDA;4109
2745631; CS DE RIFAINA;4107
2046067; USF 2 CYNIRA BERTOZZO SABBAG DUARTINA;4106
2041634; UBS III DE PARIQUERA ACU PARIQUERA ACU;4103
2705117; UNIDADE BASICA DE SAUDE IVOTURUCAIA PACS;4103
2701340; UNIDADE BASICA DE SAUDE CENTRAL;4101
3003493; ESF DONA ANITA PINHEIRO;4100
2069849; UBS CENTRO DE TAQUARIVAI;4098
2746638; UBS SANTA TEREZA;4096
6446930; USF JARDIM POPULAR MATAO;4094
7069944; UBS DR LUIZ ALBANEZ NETO;4086
2065193; UBS TINGA CARAGUATATUBA;4086
2755017; UBS DR JOSE ANTONIO GARRIDO;4085
2028557; UBS DE MERIDIANO;4081
2745526; ESF VALDA MARIA DOS SANTOS SOUZA;4070
7976836; USF GUACUANO;4070
6650945; USF PIATA;4068
2785447; UNIDADE MISTA DE SAUDE DE MOMBUCA;4058
2033801; UNIDADE BASICA DE SAUDE DR EDWARD GABRIOLI V GDE DO SUL;4050
6587305; UBS ABARCA DR FRANCISCO SPADARO JUNIOR;4038
2090392; UNIDADE DE SAUDE DA FAMILIA II COLOMBIA;4028
3056910; UNIDADE DE SAUDE DA FAMILIA BOA ESPERANCA I PIRACICABA;4027
2747499; PSF ANITA BOVE RIBEIRAO BONITO;4022
2773740; UBS VILA MORAES;4015
6294537; UBS JD ADELAIDE MARCELO VIEGAS DIAS;4014
7628579; ESF VILA SAO CAETANO;4014
2792605; CENTRO DE SAUDE III DE REDENCAO DA SERRA;4009
2093413; E S F DR EDSON GIANNETTO JD CARLOS CASSETARI J BONIFACIO;4006
2792559; PROGRAMA SAUDE FAMILIANOSSO TETO AREIOPOLIS;4003
2716437; ESF DR EDUARDO LAINETTI;4001
2091038; UBS JARDIM SAO JOSE MATAO;3997
2032325; USF PEROLA DO PLANALTO;3996
7257422; ESTRATEGIA SAUDE DA FAMILIA DE RIBEIRAO CORRENTE;3995
2747472; UBS JACY TUCCI ITAPOLIS;3990
2077825; PSF MARIA JOSE;3987
2041014; UNIDADE BASICA DE SAUDE PREFEITO JOSE OLIVEIRA DE SOUZA;3986
2041898; UNIDADE DE ESF VILA NOVA JUQUIA;3982
2746743; UNIDADE BASICA RAIMUNDO GUEDES NOVO HORIZONTE;3979
2034212; UBS DE PONTALINDA;3975
2030802; USF DRA SONIA OLIVEIRA MARTINS PEDREIRA;3974
2034220; CS DE PARANAPUA;3971
2065428; UBS II DE ITAPURA;3968
5494117; ESF ALTO DA BELA VISTA;3961
2034867; CS DE RUBINEIA;3957
3347192; PSF DR ANTENOR JOSE BERNARDES SAO JOAO DA BOA VISTA;3952
